¼ø¼­,ÀÌ¸§,ÆÀ,°æ±â ¼ö,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,ÃÑ ·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ì,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR,WPA
18,ÃÖÈÆÀç,94LRF,90,271,238,34,77,14,5,6,119,29,1,1,27,4,0,24,6,1,1,0.324,0.4,0.5,0.9,0.41,166.1,3.14,
19,¹ÚÁö»ó,94ÇÑCF,104,353,299,43,92,15,2,1,114,25,11,10,45,2,1,33,6,5,2,0.308,0.399,0.381,0.781,0.364,131.4,3.08,
20,ÀÌ¹ÎÈ£,94ÇÑ3B,63,227,197,34,59,9,2,14,114,36,4,3,16,8,0,43,4,6,0,0.299,0.376,0.579,0.954,0.417,168.4,3.07,
21,±è¹ÎÈ£,94OSS,126,491,426,57,117,13,0,8,154,34,17,7,33,10,1,64,6,21,1,0.275,0.34,0.362,0.702,0.317,98.6,3.07,
22,³ëÂù¿±,94LLF,107,393,340,53,95,13,6,10,150,59,7,5,41,4,2,24,12,1,7,0.279,0.357,0.441,0.798,0.363,131.8,2.97,
23,±è¼º·¡,94»ï1B,105,349,276,39,68,10,1,14,122,43,3,1,56,14,1,54,5,0,3,0.246,0.395,0.442,0.837,0.388,147.5,2.96,
24,ÀÌÁ¾µÎ,94»ïRF,126,472,417,59,113,15,1,17,181,52,12,7,37,5,0,70,14,11,2,0.271,0.336,0.434,0.77,0.347,119.1,2.76,
25,±è»ó±¹,94ÇÑC,115,400,336,35,86,13,0,7,120,48,4,2,44,5,3,43,14,11,4,0.256,0.347,0.357,0.704,0.321,101.6,2.76,
26,¹Ú³ëÁØ,94½ÖLF,108,391,340,44,103,15,1,3,129,36,43,15,32,7,2,25,2,11,1,0.303,0.374,0.379,0.753,0.344,117.9,2.73,
27,ÀÌÈ£¼º,94ÇØLF,105,440,374,63,99,10,2,9,140,49,21,7,52,5,1,63,6,4,5,0.265,0.358,0.374,0.732,0.341,115,2.71,
28,±è»óÈ£,94OCF,113,471,410,55,102,11,5,9,150,49,6,7,47,7,3,73,3,4,3,0.249,0.334,0.366,0.7,0.324,103.6,2.68,
29,¹Ú°æ¿Ï,94½ÖC,102,274,240,31,57,8,2,14,111,31,0,2,25,5,0,75,3,4,0,0.238,0.322,0.463,0.785,0.353,123.8,2.62,
30,µ¿ºÀÃ¶,94»ïCF,100,375,319,44,81,12,2,5,112,33,15,10,43,10,0,45,9,2,1,0.254,0.359,0.351,0.71,0.338,112.9,2.53,
31,ÀüÁØÈ£,94·ÔCF,79,320,281,47,81,5,3,2,98,25,25,11,33,0,0,32,1,4,2,0.288,0.361,0.349,0.71,0.333,109.6,2.36,
32,·ùÁßÀÏ,94»ïSS,36,152,131,22,43,8,3,4,69,22,5,1,16,2,0,19,4,1,2,0.328,0.404,0.527,0.931,0.418,168.1,2.29,
33,ÀåÁ¾ÈÆ,94ÇÑ1B,79,283,243,33,65,11,3,10,112,34,5,1,36,2,5,60,1,1,1,0.267,0.365,0.461,0.826,0.372,136.8,2.22,
34,ÃÖÅÂ¿ø,94½Ö2B,118,446,383,52,95,13,2,1,115,27,31,12,40,13,0,46,5,9,0,0.248,0.339,0.3,0.64,0.304,89.5,2.15,
35,¼ÛÅÂÀÏ,94½Ö3B,113,403,371,46,91,19,1,15,157,55,4,2,22,1,1,56,11,7,2,0.245,0.288,0.423,0.711,0.318,99.1,2.09,
36,±èÇÑ¼ö,94»ï3B,103,309,279,41,76,13,2,10,123,31,6,3,15,2,2,52,5,12,1,0.272,0.313,0.441,0.754,0.329,106.9,1.97,
37,ÀÌ°æº¹,94ÇØ,78,224,205,27,67,10,1,4,91,25,1,0,8,4,0,12,7,5,2,0.327,0.361,0.444,0.805,0.363,130.4,1.91,
38,Á¤°æÈÆ,94»ïSS,89,341,300,43,75,6,1,1,86,29,29,4,28,5,1,46,3,4,4,0.25,0.321,0.287,0.607,0.288,79.1,1.86,
39,¹ÚÁØÅÂ,94LCF,113,339,292,46,80,20,2,1,107,39,11,8,29,3,2,46,1,12,3,0.274,0.343,0.366,0.709,0.319,99.9,1.83,
40,Àå¿øÁø,94OLF,99,297,259,37,77,19,2,4,112,25,5,6,20,5,0,48,4,11,2,0.297,0.357,0.432,0.789,0.351,123.4,1.82,
41,±è¼ºÇö,94»ïC,101,278,250,26,69,10,1,5,96,30,2,3,18,1,2,23,7,4,5,0.276,0.321,0.384,0.705,0.318,99.7,1.81,
42,±è½Ç,94»ïLF,115,393,337,51,92,11,5,3,122,33,4,8,45,2,3,43,6,8,1,0.273,0.361,0.362,0.723,0.333,109.5,1.74,
43,±è±¤¸²,94½ÖCF,119,444,388,56,93,15,4,4,128,31,20,7,39,1,0,49,5,15,0,0.24,0.311,0.33,0.641,0.292,81.5,1.72,
44,ÀÌ¸¸¼ö,94»ï1B,109,269,233,24,59,14,0,12,109,37,0,2,28,5,1,42,5,1,2,0.253,0.343,0.468,0.811,0.367,133.1,1.65,
45,°­±â¿õ,94»ï2B,107,386,332,35,81,12,3,4,111,36,12,7,35,6,2,37,9,10,3,0.244,0.325,0.334,0.659,0.302,88.7,1.56,
46,ÀÌ°­µ·,94ÇÑLF,108,352,309,33,86,15,0,4,113,46,8,5,35,0,3,51,10,4,4,0.278,0.348,0.366,0.713,0.328,106.6,1.47,
47,±è¿µÁ÷,94LLF,89,198,181,16,53,10,2,4,79,40,2,1,14,2,1,13,4,0,1,0.293,0.349,0.436,0.785,0.36,129.8,1.44,
48,±èÁ¾¼®,94ODH,104,411,369,47,104,24,2,5,147,64,6,3,30,4,4,33,11,0,8,0.282,0.336,0.398,0.734,0.335,111.9,1.42,
49,±è¹ÎÀç,94·ÔSS,98,283,248,27,61,9,3,3,85,30,7,4,20,5,0,35,7,6,4,0.246,0.311,0.343,0.653,0.3,87,1.35,
50,Ãß¼º°Ç,94O3B,71,161,140,28,33,7,2,5,59,16,9,1,16,1,0,41,0,4,0,0.236,0.319,0.421,0.74,0.332,109.5,1.3,
51,°­¼º¿ì,94·ÔC,76,204,189,14,54,10,2,0,68,23,2,0,7,1,0,24,7,4,3,0.286,0.31,0.36,0.67,0.304,90.1,1.23,
52,°­Á¤±æ,94ÇÑDH,121,429,364,41,94,16,1,6,130,50,5,2,45,10,3,42,9,5,5,0.258,0.351,0.357,0.709,0.329,107.1,1.21,
53,ÇÑ¿µÁØ,94·Ô1B,75,210,179,26,52,8,0,4,72,22,4,7,25,5,3,27,4,0,1,0.291,0.391,0.402,0.793,0.369,134.2,1.2,
54,Áø»óºÀ,94ÇÑCF,90,230,189,22,44,7,1,5,68,27,2,3,27,5,0,47,4,3,6,0.233,0.335,0.36,0.695,0.321,101.7,1.17,
55,±èº´Á¶,94ÇØ,74,158,141,18,46,6,2,2,62,18,5,5,5,4,1,20,3,6,2,0.326,0.362,0.44,0.802,0.353,123.6,1.17,
56,¹éÀÎÈ£,94½ÖDH,108,398,356,30,100,17,0,7,138,49,3,0,27,4,2,30,9,6,5,0.281,0.334,0.388,0.722,0.329,106.9,1.11,
57,Á¤È¸¿­,94ÇØC,80,292,271,22,64,8,0,8,96,34,0,0,9,4,0,32,6,3,5,0.236,0.266,0.354,0.621,0.282,75.1,1.09,
58,ÀÌµµÇü,94OC,60,123,112,10,30,3,1,4,47,18,1,0,7,2,0,28,2,0,2,0.268,0.317,0.42,0.737,0.337,113.3,1.08,
59,±èÁ¤¹Î,94LC,57,136,121,12,34,5,1,3,50,17,0,3,10,1,0,21,2,4,0,0.281,0.341,0.413,0.754,0.34,115.2,1.07,
60,¾È°æÇö,94O3B,77,180,151,20,36,5,0,6,59,20,0,3,19,5,0,24,1,5,0,0.238,0.343,0.391,0.734,0.335,111.8,1.06,
61,¹Ú°è¿ø,94·Ô3B,67,249,223,24,58,8,2,1,73,22,9,6,19,3,0,30,8,3,1,0.26,0.325,0.327,0.653,0.306,91.5,1.05,
62,ÀÌº´ÈÆ,94ÇØRF,104,355,330,38,92,7,0,8,123,41,0,2,19,0,1,28,11,5,1,0.279,0.317,0.373,0.69,0.316,98.2,1.04,
63,ÀÌÁ¾¿î,94·ÔRF,121,477,448,48,122,13,5,2,151,32,21,8,15,4,1,47,5,9,1,0.272,0.301,0.337,0.638,0.293,82.1,1.04,
64,±è±¤Çö,94OC,28,74,64,8,21,6,1,0,29,8,1,0,8,0,0,12,1,2,0,0.328,0.403,0.453,0.856,0.386,148.8,0.99,
65,¹ÚÃ¶¿ì,94½ÖLF,89,197,179,11,52,9,0,2,67,25,0,1,15,2,0,34,2,0,1,0.291,0.35,0.374,0.725,0.341,115.5,0.97,
66,±èÇü¼®,94O1B,114,444,393,37,103,13,0,6,134,51,3,1,40,4,5,56,13,2,5,0.262,0.333,0.341,0.674,0.313,95.7,0.93,
67,ÀÌÈñ¼º,94ÅÂ2B,68,201,172,20,50,5,2,2,65,12,5,6,13,2,1,27,2,12,2,0.291,0.344,0.378,0.722,0.315,97.5,0.92,
68,ÀÓÇü¼®,94O3B,109,386,349,38,80,10,3,6,114,37,7,5,28,1,0,70,8,4,4,0.229,0.285,0.327,0.612,0.284,74.5,0.88,
69,Á¤¼º·æ,94ÇØ,80,219,183,15,38,10,0,5,63,23,1,1,28,3,0,35,5,1,3,0.208,0.318,0.344,0.662,0.31,93.9,0.82,
70,ÀÌ¼þ¿ë,94ÅÂRF,84,249,210,27,48,19,1,3,78,16,3,5,28,4,0,36,5,5,2,0.229,0.328,0.371,0.699,0.321,101.5,0.8,
71,±ÇÁØÇå,94ÅÂ3B,54,119,111,14,33,7,0,1,43,15,1,2,8,0,0,32,3,0,0,0.297,0.345,0.387,0.732,0.343,116.3,0.78,
72,¹ÚÇö¿µ,94OC,35,83,76,8,22,2,0,3,33,10,0,0,4,1,0,13,0,2,0,0.289,0.333,0.434,0.768,0.346,119.7,0.76,
73,±èÁ¾¼º,94O,91,151,136,27,31,6,0,6,55,21,4,3,9,4,0,29,1,2,0,0.228,0.295,0.404,0.7,0.319,100,0.73,
74,Á¶¿ø¿ì,94½ÖRF,86,247,223,26,61,5,1,4,80,13,15,6,12,1,0,15,4,10,1,0.274,0.312,0.359,0.671,0.301,87.5,0.67,
75,Àå±¤È£,94ÅÂC,78,248,226,22,48,9,0,6,75,29,1,1,14,1,0,45,7,3,4,0.212,0.257,0.332,0.589,0.269,65.8,0.65,
76,¹Ú¼±ÀÏ,94»ïC,95,206,177,16,41,8,0,2,55,16,2,1,16,1,0,24,3,8,4,0.232,0.293,0.311,0.604,0.273,68.9,0.65,
77,ÀÌÁ¤ÈÆ,94ÇÑRF,67,272,239,35,59,7,2,2,76,22,13,6,25,2,2,23,2,4,2,0.247,0.321,0.318,0.639,0.297,84.7,0.64,
78,±è¿ë¼±,94ÇÑ2B,72,220,186,21,47,10,1,1,62,11,3,3,17,3,0,42,6,12,2,0.253,0.322,0.333,0.655,0.293,82.3,0.63,
79,±èÅÂ±Õ,94»ïSS,65,160,139,10,34,8,0,2,48,17,1,0,11,3,1,29,7,5,2,0.245,0.31,0.345,0.655,0.295,83.9,0.63,
80,°­¼®Ãµ,94ÇÑ3B,46,175,150,24,34,8,0,3,51,13,5,6,14,7,0,23,7,4,0,0.227,0.322,0.34,0.662,0.308,92.7,0.62,
81,°­ÅÂÀ±,94»ï,35,77,68,3,21,4,0,1,28,8,0,1,7,1,0,10,2,1,0,0.309,0.382,0.412,0.793,0.368,133.4,0.6,
82,±æÈ«±Ô,94½Ö,103,227,205,18,56,7,0,1,66,24,5,4,14,1,0,32,7,5,2,0.273,0.32,0.322,0.642,0.297,84.9,0.6,
83,¹Úº´È£,94ÇØC,62,171,155,17,36,8,1,3,55,20,0,0,6,2,0,31,1,6,2,0.232,0.267,0.355,0.622,0.276,70.6,0.6,
84,ÀÌ¸í¼ö,94O2B,71,271,240,20,55,9,1,2,72,28,2,4,27,1,0,28,8,2,1,0.229,0.309,0.3,0.609,0.29,78.9,0.58,
85,Á¤Áø½Ä,94ÇÑC,58,89,83,12,22,5,0,1,30,5,1,1,5,0,0,17,0,1,0,0.265,0.307,0.361,0.668,0.309,92.9,0.53,
86,È²´ë¿¬,94ÇÑ3B,54,172,159,18,41,8,0,2,55,17,3,1,9,0,1,33,6,2,2,0.258,0.294,0.346,0.64,0.292,81.3,0.53,
87,±èÁ¾Çå,94·ÔRF,89,338,277,33,64,8,3,2,84,26,14,17,44,5,1,43,2,5,7,0.231,0.339,0.303,0.643,0.304,89.9,0.52,
88,±è¼º°©,94ÅÂ3B,97,257,219,23,52,6,1,3,69,15,2,7,21,5,0,30,2,12,0,0.237,0.318,0.315,0.633,0.29,79.9,0.5,
89,¼Õµ¿ÀÏ,94·Ô,48,183,168,20,38,7,1,4,59,12,4,1,12,0,0,34,4,2,1,0.226,0.276,0.351,0.627,0.288,78.8,0.5,
90,±èÀÎÈ£,94ÅÂ3B,105,360,304,40,71,12,1,6,103,32,8,10,26,3,0,57,8,25,2,0.234,0.299,0.339,0.637,0.279,72.5,0.5,
91,ÀÌÁ¾È£,94ÇÑ,97,239,208,24,50,7,0,3,66,15,4,3,17,4,0,35,4,8,2,0.24,0.307,0.317,0.625,0.287,77.9,0.49,
92,±è¿ë±¹,94ÅÂ3B,121,346,280,26,53,12,0,4,77,34,3,2,47,1,0,60,6,12,6,0.189,0.302,0.275,0.577,0.271,67,0.4,
93,ÇÏµæÀÎ,94ÅÂ,45,87,79,7,21,3,1,0,26,9,1,0,5,2,0,17,1,0,1,0.266,0.322,0.329,0.651,0.308,92.4,0.39,
94,±èÅÂ·æ,94»ï2B,74,139,114,15,27,2,0,2,35,17,1,1,15,2,1,22,4,4,4,0.237,0.326,0.307,0.633,0.291,80.7,0.36,
95,Çã¹®È¸,94L1B,51,121,115,10,35,4,1,0,41,13,0,0,3,2,0,8,6,1,0,0.304,0.333,0.357,0.69,0.322,102.3,0.34,
96,¼­Á¤¹Î,94ÅÂ,55,109,96,13,25,1,1,2,34,9,3,2,6,1,0,26,1,6,0,0.26,0.311,0.354,0.665,0.295,83.5,0.34,
97,ÀüÁ¾È­,94½ÖC,49,91,80,6,15,2,0,3,26,10,1,0,8,1,0,22,3,1,1,0.188,0.267,0.325,0.592,0.274,68.7,0.29,
98,±¸À±,94ÅÂCF,32,93,76,11,16,1,0,2,23,8,1,1,9,4,0,27,0,4,0,0.211,0.326,0.303,0.629,0.293,82.4,0.28,
99,°­Á¾ÇÊ,94»ï,61,67,56,13,13,1,0,1,17,3,4,2,6,3,0,19,0,2,0,0.232,0.339,0.304,0.642,0.304,89.7,0.27,
100,Àü´ë¿µ,94ÇÑ2B,52,90,77,8,14,3,0,3,26,16,0,0,12,0,0,22,3,0,1,0.182,0.289,0.338,0.627,0.295,83.1,0.26,
101,ÀÌÀçÁÖ,94ÅÂC,23,50,41,7,6,0,0,2,12,6,0,0,7,2,0,21,0,0,0,0.146,0.3,0.293,0.593,0.29,80.5,0.23,
102,Á¤¿µ±Ô,94»ïLF,59,138,127,14,30,6,2,2,46,6,0,2,8,1,0,28,0,2,0,0.236,0.287,0.362,0.649,0.297,84.9,0.21,
103,±èÅÂÇü,94OC,81,224,199,19,46,9,0,1,58,18,1,2,11,1,0,24,3,13,0,0.231,0.275,0.291,0.566,0.253,52.5,0.21,
104,±èÁÖ¼º,94½Ö,64,95,89,9,23,3,1,0,28,8,0,0,5,0,0,17,3,1,0,0.258,0.298,0.315,0.613,0.286,77,0.2,
105,±èÃæ¹Î,94½ÖC,65,117,107,10,19,1,0,4,32,14,6,0,7,0,0,22,3,1,2,0.178,0.224,0.299,0.523,0.24,44.7,0.18,
106,°í±â¼º,94ÇÑ,84,156,138,14,32,4,1,0,38,11,2,0,12,1,0,29,2,5,0,0.232,0.298,0.275,0.573,0.268,64.6,0.17,
107,±è°©Áß,94ÅÂ,81,164,149,17,36,9,1,1,50,10,1,2,7,1,0,32,5,7,0,0.242,0.28,0.336,0.616,0.275,70.2,0.16,
108,°è±â¹ü,94ÅÂ,40,111,107,14,28,4,1,0,34,10,4,2,2,0,0,20,3,2,0,0.262,0.275,0.318,0.593,0.272,67.7,0.15,
109,ÃÖÇØ½Ä,94½ÖÇØC,12,18,16,2,5,0,0,0,5,3,0,0,1,1,0,5,1,0,0,0.313,0.389,0.313,0.701,0.343,116.7,0.15,
110,¿°°æ¿±,94ÅÂSS,119,409,349,33,74,15,1,2,97,30,11,5,28,3,1,42,4,26,3,0.212,0.274,0.278,0.552,0.246,49.9,0.15,
111,±è¿ø±Ù,94ÇÑ,29,68,56,4,13,1,0,0,14,4,1,0,7,3,1,12,2,1,1,0.232,0.343,0.25,0.593,0.286,77.2,0.14,
112,ÃÖµ¿Ã¢,94½Ö,10,15,10,3,2,0,0,0,2,0,0,0,4,1,0,4,0,0,0,0.2,0.467,0.2,0.667,0.365,132.5,0.13,
113,ÇÑ±âÃ¶,94»ï,83,71,61,14,16,3,0,1,22,7,7,9,6,1,0,16,1,3,0,0.262,0.338,0.361,0.699,0.317,98.5,0.12,
114,°û¿¬¼ö,94O,14,26,24,0,7,2,0,0,9,2,0,0,1,0,0,5,0,1,0,0.292,0.32,0.375,0.695,0.312,94.7,0.1,
115,ÀÌÀüÁø,94O,21,35,32,2,8,1,0,0,9,3,1,0,2,1,0,14,0,0,0,0.25,0.314,0.281,0.596,0.289,78.3,0.1,
116,ÀÓ¼öÇõ,94·ÔDH,29,48,40,4,10,1,0,0,11,7,0,0,8,0,0,7,0,0,0,0.25,0.375,0.275,0.65,0.323,103.1,0.1,
117,±è¼±Áø,94L1B,48,83,76,16,20,1,1,1,26,7,3,1,5,0,1,12,4,1,1,0.263,0.305,0.342,0.647,0.293,81.6,0.1,
118,±è»óÀç,94·Ô,5,9,9,2,2,0,0,1,5,2,1,0,0,0,0,1,3,0,0,0.222,0.222,0.556,0.778,0.343,116.3,0.08,
119,ÀÌ±Ù¿±,94ÅÂSS,39,61,54,7,10,2,0,1,15,5,2,1,5,1,0,8,0,1,0,0.185,0.267,0.278,0.544,0.258,58,0.08,
120,±èÀÎÃ¶,94O,10,5,3,4,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0.4,0,0.4,0.284,75.1,0.08,
121,ÀÌ°Ç¿­,94ÇØDH,106,400,352,45,88,14,1,7,125,39,5,7,30,4,2,51,7,11,3,0.25,0.314,0.355,0.669,0.303,89,0.08,
122,ÀÌµ¿¼ö,94»ï3B,6,15,14,2,3,0,0,1,6,1,0,0,1,0,0,7,0,0,0,0.214,0.267,0.429,0.695,0.316,98,0.08,
123,Á¶¿¬Á¦,94O,10,12,9,0,2,0,0,0,2,1,0,0,3,0,0,3,0,0,0,0.222,0.417,0.222,0.639,0.335,111.8,0.07,
124,±èÀç´ö,94ÇØ,17,31,30,4,7,4,0,0,11,1,0,0,1,0,0,6,0,0,0,0.233,0.258,0.367,0.625,0.286,77.7,0.07,
125,¿ø¿ø±Ù,94ÅÂ2B,6,8,5,0,1,0,0,0,1,0,1,1,2,1,0,3,0,0,0,0.2,0.5,0.2,0.7,0.389,147.9,0.07,
126,¹ÚÁöÈ¯,94·Ô,78,179,160,15,34,10,0,1,47,8,1,3,14,2,0,42,4,2,1,0.213,0.283,0.294,0.576,0.272,67.8,0.05,
127,ÀÓ¼ºÁÖ,94ÅÂ,23,42,38,2,9,2,1,0,13,4,0,0,2,0,0,10,0,1,1,0.237,0.268,0.342,0.61,0.272,68.1,0.05,
128,ÁöÀ±¼®,94ÇØC,4,6,6,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.667,0.315,97.2,0.04,
129,Á¶±ÔÃ¶,94·Ô,31,37,34,3,8,1,0,0,9,5,4,1,1,1,0,12,0,1,0,0.235,0.278,0.265,0.543,0.254,55.7,0.04,
130,À¯¿µÈ¯,94ÅÂ,3,2,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1,0.472,205.1,0.03,
131,¼­È¿ÀÎ,94LCF,21,21,17,0,3,2,0,0,5,4,0,0,1,2,0,5,0,0,1,0.176,0.286,0.294,0.58,0.277,69.5,0.03,
132,±èÅÂµ¿,94ÇØ,4,6,6,1,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.667,0.315,97.2,0.03,
133,¹ÚÁ¾¹«,94O,8,21,17,2,3,0,0,0,3,0,3,0,3,0,0,5,0,1,0,0.176,0.3,0.176,0.477,0.236,40.4,0.02,
134,°øÀ¯¼±,94O,13,38,34,1,7,1,0,1,11,3,0,0,3,0,0,9,0,0,1,0.206,0.263,0.324,0.587,0.272,66,0.02,
135,ÀåÁø¼º,94ÇÑ,11,8,7,2,1,1,0,0,2,1,1,0,0,1,0,3,1,0,0,0.143,0.25,0.286,0.536,0.26,58.9,0.02,
136,°­µÎ°ï,94»ï,7,10,9,0,2,0,0,0,2,0,1,0,1,0,0,2,1,0,0,0.222,0.3,0.222,0.522,0.26,59.7,0.02,
137,ÇÑ¼º°ï,94·Ô,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.315,97.2,0.01,
138,¿øÇö½Ä,94ÇÑC,6,5,5,0,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0.4,0.6,0.267,63.8,0.01,
139,¼Û¸íÃ¶,94OC,7,9,8,1,2,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0.25,0.222,0.375,0.597,0.253,52.4,0.01,
140,Á¶ÇÊÇö,94L,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,¼ÛÁø¿ì,94ÇÑP,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,±è½Å,94ÇØ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,¿ìÅÂ¿ø,94ÇÑ,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,Á¤¹ÎÃ¶,94ÇÑP,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
145,±¸ÇÑ¼º,94ÇØ,14,19,14,2,3,0,0,0,3,1,0,0,2,1,0,3,0,2,0,0.214,0.353,0.214,0.567,0.263,61.7,0,
146,À±¿ëÇÏ,94ÅÂ,4,5,5,1,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0.4,0.6,0.267,64.2,0,
147,ÃÖµ¿¼ö,94L1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,
148,ÀÌ±º¿Á,94½Ö,8,10,10,3,2,0,1,0,4,0,0,0,0,0,0,2,2,0,0,0.2,0.2,0.4,0.6,0.263,60.6,0,
149,À¯Áø¿ì,94ÇØ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Á¶¾ç±Ù,94LSS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
151,À¯Áø¿ì,94ÇØ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
152,±èÁ¾ÈÆ,94·ÔLF,35,102,89,9,17,5,1,1,27,9,6,1,8,1,0,18,1,1,3,0.191,0.257,0.303,0.561,0.258,58.8,0,
153,±è»ó¿ì,94·Ô,5,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.333,0,0.333,0.237,44.1,-0.01,
154,¹Ú±Ô´ë,94»ï,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333,0,0.333,0.237,44,-0.01,
155,ÀüÇüµµ,94ÇÑ,74,147,119,15,26,2,0,1,31,9,5,1,14,1,0,23,3,12,1,0.218,0.304,0.261,0.564,0.253,54.4,-0.01,
156,Á¤È£Áø,94·ÔC,5,7,5,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0.286,0,0.286,0.203,21,-0.02,
157,ÁöÈ­¼±,94ÇÑ,13,23,21,1,4,0,0,0,4,2,2,0,2,0,0,4,0,0,0,0.19,0.261,0.19,0.451,0.226,35.6,-0.02,
158,ÃÖÀÍ¼º,94»ï,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.3,-0.02,
159,±è¼ºÇÑ,94ÇØ1B,45,171,157,17,37,10,0,1,50,14,4,3,9,3,0,31,0,1,1,0.236,0.288,0.318,0.607,0.285,76.5,-0.02,
160,¹ÚÀç¹ú,94ÇØ,10,10,10,2,2,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0.2,0.2,0.3,0.5,0.228,37.5,-0.03,
161,½ÅÁø¼ö,94ÇÑ,9,10,10,2,2,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0.2,0.2,0.3,0.5,0.228,36.8,-0.03,
162,°­±¤È¸,94½Ö,17,3,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.315,97.1,-0.03,
163,±è¼º¿­,94ÇÑ,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,0,0.25,0.178,2,-0.03,
164,È²ÀÏ±Ç,94O3B,11,30,28,3,6,1,0,0,7,1,0,0,2,0,0,7,2,0,0,0.214,0.267,0.25,0.517,0.249,49.7,-0.03,
165,¹ÚÁ¾È£,94»ïC,8,11,11,2,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0.182,0.182,0.182,0.364,0.172,-0.8,-0.03,
166,±èÈ«Áý,94ÇÑ,6,7,5,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0.286,0,0.286,0.203,19.7,-0.04,
167,Á¶º´ÀÏ,94L,16,13,12,3,2,1,0,0,3,0,0,0,1,0,0,4,0,0,0,0.167,0.231,0.25,0.481,0.23,35.7,-0.04,
168,ÀÓÁÖÅÃ,94ÇÑLF,67,142,128,11,26,6,1,4,46,13,0,2,6,4,0,30,3,4,0,0.203,0.261,0.359,0.62,0.279,72.5,-0.04,
169,ÀÓÃ¤¿µ,94»ïC,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.3,-0.04,
170,±èÁö¿µ,94ÇØC,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.7,-0.04,
171,°­¼®,94½Ö,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-124,-0.04,
172,ÀÌÁ¾¹Î,94O2B,93,222,197,21,47,3,1,2,58,16,5,6,12,1,0,22,2,10,2,0.239,0.283,0.294,0.577,0.261,58.2,-0.04,
173,°­¿µ¼ö,94OLF,66,193,169,16,36,6,0,4,54,19,1,1,18,1,2,37,8,2,3,0.213,0.288,0.32,0.608,0.279,71,-0.05,
174,À¯ÅÂÁØ,94½Ö,5,6,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.167,0.167,0.167,0.333,0.157,-13.4,-0.05,
175,ÀÌÅÂÈ¯,94·Ô,13,17,15,1,2,0,0,1,5,1,0,0,1,0,0,7,1,1,0,0.133,0.188,0.333,0.521,0.223,34.7,-0.05,
176,±æ¶û±Õ,94O,8,6,6,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.167,0.167,0.167,0.333,0.157,-16.7,-0.05,
